City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kichmengskiy gorodok,59.9816,45.7854,-3.92,84,98,1.34,RU,1698422210
363,prince rupert,54.3161,-130.3201,4.83,77,20,3.6,CA,1698422111
364,wenling,28.3669,121.36,19.71,87,100,3.19,CN,1698422211
365,ulan bator,47.9077,106.8832,-4.93,63,0,1.0,MN,1698422212
366,roccella ionica,38.322,16.4009,22.91,68,80,2.87,IT,1698422212
367,beau vallon,-20.4189,57.6953,25.12,100,75,2.06,MU,1698422213
368,guerrero negro,27.9769,-114.0611,19.45,68,28,5.07,MX,1698422148
369,dryden,49.7833,-92.7503,-1.84,93,100,4.12,CA,1698422214
370,corte,42.25,9.25,21.96,68,66,4.31,FR,1698422215
371,kuta,-8.7233,115.1723,25.97,100,75,2.24,ID,1698422215
372,kita,13.0349,-9.4895,37.31,15,89,1.35,ML,1698422216
373,quellon,-43.1167,-73.6167,11.9,73,70,10.04,CL,1698422216
374,tanjungagung,-3.9333,103.8,24.78,64,23,1.72,ID,1698422217
375,cuajinicuilapa,16.4667,-98.4167,28.9,69,97,1.69,MX,1698422218
376,basco,20.4487,121.9702,27.38,71,16,5.75,PH,1698422218
377,alto araguaia,-17.3147,-53.2153,26.87,63,84,3.29,BR,1698422219
378,beaufort west,-32.3567,22.583,23.52,30,62,5.51,ZA,1698422220
379,revelstoke,50.9832,-118.2023,-0.99,59,40,5.66,CA,1698422221
380,bernardo de irigoyen,-26.2552,-53.6458,20.83,92,99,3.18,AR,1698422221
381,nurota,40.5614,65.6886,19.12,46,100,2.2,UZ,1698422222
382,alaghsas,17.0187,8.0168,35.94,9,0,4.63,NE,1698422223
383,puerto santander,8.3636,-72.4063,30.67,84,100,1.14,CO,1698422223
384,zherdevka,51.8486,41.4606,1.06,100,100,4.21,RU,1698422224
385,hong kong,22.2855,114.1577,27.03,81,17,4.92,HK,1698422101
386,fort st. john,56.2499,-120.8529,-11.06,92,20,4.63,CA,1698422225
387,gilgit,35.9221,74.3087,14.79,43,16,0.94,PK,1698422226
388,peniche,39.3558,-9.3811,19.49,86,99,7.4,PT,1698422226
389,siem reap,13.5,104.0,25.76,84,82,0.57,KH,1698422228
390,kone,-21.0595,164.8658,22.8,91,92,1.65,NC,1698422229
391,haifa,32.8156,34.9892,30.16,69,0,1.03,IL,1698422078
392,timaru,-44.4,171.25,3.37,54,0,1.34,NZ,1698422230
393,cruzeiro do sul,-29.5128,-51.9853,28.07,63,44,1.97,BR,1698422018
394,la foa,-21.7108,165.8276,22.42,96,88,3.08,NC,1698422231
395,mahendranagar,28.9167,80.3333,20.23,58,0,2.65,NP,1698422232
396,eyl,7.9803,49.8164,27.42,71,42,7.11,SO,1698422233
397,usogorsk,63.4106,48.6872,-3.52,83,100,0.86,RU,1698422234
398,la'ie,21.6477,-157.9253,23.57,88,76,1.76,US,1698422234
399,mount pleasant,32.7941,-79.8626,27.78,70,0,0.89,US,1698422078
400,ceeldheer,3.8488,47.1806,28.27,71,90,4.71,SO,1698422236
401,urbano santos,-3.2078,-43.4036,39.6,22,10,2.72,BR,1698422238
402,banda aceh,5.5577,95.3222,26.71,81,100,2.53,ID,1698422194
403,hunsur,12.3075,76.2878,23.73,66,99,1.85,IN,1698422239
404,paita,-5.0892,-81.1144,22.69,72,94,4.53,PE,1698422239
405,pyay,18.8167,95.2167,24.21,94,100,1.06,MM,1698422240
406,hobyo,5.3505,48.5268,28.37,72,98,4.46,SO,1698422241
407,pemangkat,1.1667,108.9667,25.88,85,97,1.82,ID,1698422242
408,umba,66.6871,34.3429,-0.7,73,100,3.16,RU,1698422243
409,puerto colombia,10.9878,-74.9547,25.05,86,100,6.83,CO,1698422109
410,kapuskasing,49.4169,-82.4331,1.05,100,100,1.54,CA,1698422244
411,goundam,16.4145,-3.6708,38.64,5,19,2.75,ML,1698422245
412,slavyanka,42.8633,131.3847,6.13,42,16,3.65,RU,1698422245
413,ust'-ilimsk,58.0006,102.6619,-0.77,50,100,4.93,RU,1698422246
414,qarazhal,48.0078,70.7903,1.21,43,99,4.38,KZ,1698422246
415,murzuq,25.9155,13.9184,30.06,21,3,1.84,LY,1698422247
416,dosso,13.049,3.1937,36.58,13,100,2.37,NE,1698422247
417,hastings,50.8552,0.5729,13.86,33,47,7.1,GB,1698422225
418,collingwood,44.4834,-80.2164,19.85,91,81,7.35,CA,1698422249
419,kavaratti,10.5669,72.642,28.66,65,6,0.76,IN,1698422249
420,chui,-33.6971,-53.4616,20.47,46,15,2.91,UY,1698422250
421,praya,14.9215,-23.5087,32.3,55,75,9.26,CV,1698422250
422,kushiro,42.975,144.3747,11.18,84,99,2.18,JP,1698422203
423,mwene-ditu,-7.0,23.45,24.77,66,74,2.07,CD,1698422251
424,cill airne,52.05,-9.5167,12.03,87,75,3.6,IE,1698422252
425,funafuti,-8.5243,179.1942,27.0,26,100,4.63,TV,1698422252
426,essaouira,31.5125,-9.77,26.72,61,40,6.17,MA,1698422253
427,ta`u,-14.2336,-169.5144,26.17,83,78,9.21,AS,1698422254
428,nakamura,32.9833,132.9333,13.01,89,0,2.61,JP,1698422254
429,vila franca do campo,37.7167,-25.4333,21.05,99,90,6.18,PT,1698421966
430,cabedelo,-6.9811,-34.8339,30.37,63,50,5.44,BR,1698422120
431,chibougamau,49.9168,-74.3659,4.79,100,100,4.12,CA,1698422256
432,pico truncado,-46.7949,-67.9573,18.33,24,95,17.67,AR,1698422021
433,kachia,9.8667,7.95,30.41,39,4,0.87,NG,1698422257
434,bouarfa,32.53,-1.95,23.81,20,100,3.49,MA,1698422258
435,mermoz boabab,14.7065,-17.4758,36.31,49,0,6.17,SN,1698422258
436,cloverdale,38.8055,-123.0172,13.4,54,21,1.23,US,1698422259
437,dalnegorsk,44.5604,135.5701,4.22,64,100,2.24,RU,1698422259
438,mount pearl,47.5166,-52.7813,9.62,75,75,4.12,CA,1698422215
439,puerto ayacucho,5.6639,-67.6236,31.56,61,98,1.89,VE,1698422261
440,choele choel,-39.2667,-65.6833,26.88,11,3,12.62,AR,1698422262
441,alesund,62.4723,6.1549,6.53,76,0,5.14,NO,1698422262
442,los andes,-32.8337,-70.5983,18.68,45,0,4.37,CL,1698422263
443,santo antonio do ica,-3.1022,-67.9397,28.37,77,100,1.23,BR,1698422263
444,chingirlau,51.095,54.0814,1.04,87,100,7.57,KZ,1698422264
445,odesskoye,54.2111,72.9651,-4.22,75,1,3.72,RU,1698422265
446,nuevitas,21.5453,-77.2644,28.8,51,1,6.48,CU,1698422266
447,sovetskaya gavan',48.9723,140.2878,3.95,45,76,3.3,RU,1698422267
448,tofol,5.3248,163.0078,28.66,69,78,3.17,FM,1698422268
449,parral,26.9333,-105.6667,21.28,29,0,1.43,MX,1698422053
450,mendeleyevsk,55.9082,52.2905,-3.42,83,100,4.25,RU,1698422269
451,la gi,10.6667,107.7833,26.0,84,22,2.32,VN,1698422270
452,thunder bay,48.4001,-89.3168,2.99,100,100,2.06,CA,1698422157
453,bela,25.9333,81.9833,23.8,30,1,1.18,IN,1698422271
454,smara,26.7384,-11.6719,28.73,33,4,7.19,EH,1698422271
455,smithers,54.7804,-127.1743,-10.82,92,20,1.03,CA,1698421817
456,xilin hot,43.9667,116.0333,7.2,39,4,2.97,CN,1698422272
457,beira,-19.8436,34.8389,27.05,83,0,5.36,MZ,1698422273
458,as sulayyil,20.4607,45.5779,29.14,40,100,5.25,SA,1698422273
459,skhira,34.2992,10.07,30.82,26,1,5.91,TN,1698422274
460,mamuju,-2.6748,118.8885,25.68,85,17,1.72,ID,1698422274
461,serdar,38.9764,56.2757,23.84,36,83,3.08,TM,1698422275
462,cootamundra,-34.65,148.0333,8.86,91,1,4.34,AU,1698422275
463,amparafaravola,-17.5833,48.2167,21.6,84,73,2.55,MG,1698422276
464,kruisfontein,-34.0033,24.7314,15.84,83,96,8.07,ZA,1698422276
465,melilla,35.2937,-2.9383,22.11,64,20,7.2,ES,1698422277
466,sittwe,20.15,92.9,25.9,82,89,3.23,MM,1698422278
467,sao jose,-28.2333,-49.1667,24.7,56,63,2.27,BR,1698422041
468,sedhiou,12.7081,-15.5569,34.58,44,39,1.43,SN,1698422279
469,zouerate,22.7187,-12.4521,32.88,19,0,2.28,MR,1698422279
470,tindouf,27.6711,-8.1474,32.25,12,0,6.69,DZ,1698422280
471,revda,56.801,59.9303,-10.89,97,32,1.39,RU,1698422280
472,rongelap,11.1635,166.8941,27.44,78,44,3.62,MH,1698422281
473,crane,31.3974,-102.3501,21.82,82,63,5.71,US,1698422281
474,dakhla,23.6848,-15.958,24.01,64,0,8.75,EH,1698422282
475,colotlan,22.1,-103.2667,22.78,55,57,1.11,MX,1698422282
476,kailua-kona,19.6406,-155.9956,27.0,81,0,3.13,US,1698422283
477,pechora,65.1472,57.2244,-8.97,93,33,1.79,RU,1698422283
478,masterton,-40.9597,175.6575,2.16,95,13,0.76,NZ,1698422284
479,porto seguro,-16.4497,-39.0647,25.29,94,100,1.54,BR,1698422285
480,acapulco de juarez,16.8634,-99.8901,28.28,73,100,1.85,MX,1698422285
481,yeraliyev,43.2,51.65,19.08,64,100,4.49,KZ,1698422286
482,saipan,15.1355,145.701,26.39,100,75,3.09,MP,1698422286
483,tanumah,27.1,44.1333,26.76,34,12,5.47,SA,1698422287
484,nagqu,31.5,92.0,-3.3,72,100,1.39,CN,1698422288
485,wynyard,-41.0,145.7167,10.78,72,95,5.66,AU,1698422289
486,faya-largeau,17.9257,19.1043,33.58,12,0,3.31,TD,1698422289
487,krasnozerskoye,53.9828,79.2374,-2.47,52,9,4.08,RU,1698422290
488,novoazovs'k,47.1139,38.086,14.5,89,87,5.64,UA,1698422290
489,makaha,21.4694,-158.2175,23.54,88,0,2.06,US,1698422291
490,mahdalynivka,48.921,34.9156,14.37,70,89,2.26,UA,1698422292
491,geraldton,-28.7667,114.6,15.23,67,0,6.69,AU,1698422292
492,qamdo,31.1667,97.2333,-1.82,65,62,0.98,CN,1698422293
493,kourou,5.1552,-52.6478,32.03,59,19,4.28,GF,1698422293
494,igarka,67.4667,86.5833,-9.68,90,100,6.04,RU,1698422294
495,ghat,24.9647,10.1728,32.16,14,100,1.85,LY,1698422294
496,sandnessjoen,66.0217,12.6316,1.06,86,75,2.57,NO,1698422295
497,belmonte,-15.8631,-38.8828,28.81,68,88,4.76,BR,1698422295
498,crescent city,41.756,-124.2018,8.84,92,0,3.09,US,1698422296
499,luena,-11.7833,19.9167,30.1,39,20,4.12,AO,1698422296
500,glen innes,-29.7333,151.7333,5.76,78,3,5.1,AU,1698422297
501,zhangye,38.9342,100.4517,10.17,23,0,1.73,CN,1698422297
502,undurkhaan,47.3194,110.6556,5.78,35,53,2.64,MN,1698422298
503,lanzhou,36.0564,103.7922,14.1,46,5,1.42,CN,1698422298
504,el nido,11.1858,119.3956,27.53,75,39,1.46,PH,1698422299
505,wuyishan,28.0047,117.8114,16.83,88,100,2.41,CN,1698422299
506,fuyu,45.1833,124.8167,4.47,28,0,1.6,CN,1698422300
507,nampula,-15.1165,39.2666,31.97,45,75,6.26,MZ,1698422300
508,namibe,-15.1961,12.1522,21.56,73,29,3.66,AO,1698422301
509,tippi,7.2,35.45,18.96,98,100,1.1,ET,1698422301
510,maumere,-8.6199,122.2111,25.98,75,22,1.23,ID,1698422302
511,kutum,14.2,24.6667,29.65,26,100,1.8,SD,1698422302
512,moreira sales,-24.0622,-53.0069,26.28,76,100,4.56,BR,1698422303
513,kingscliff,-28.2667,153.5667,16.54,82,40,5.14,AU,1698422303
514,rakops,-21.0167,24.3333,36.08,8,1,6.58,BW,1698422304
515,dzhetygara,52.1908,61.2006,-1.39,65,100,3.59,KZ,1698422304
516,umm kaddadah,13.6017,26.6876,31.97,35,91,5.6,SD,1698422305
517,mezhdurechenskiy,59.6,65.9333,-3.65,78,96,2.28,RU,1698422305
518,illela,13.7292,5.2975,36.51,10,100,0.84,NG,1698422306
519,hawkesbury,45.6001,-74.616,18.16,94,89,3.95,CA,1698422056
520,turpan,42.9333,89.1667,17.53,29,51,1.44,CN,1698422307
521,san patricio,28.017,-97.5169,30.48,68,83,5.3,US,1698422308
522,miracema do tocantins,-9.5618,-48.3967,40.14,22,61,1.19,BR,1698422308
523,kokomo,40.4864,-86.1336,23.34,75,75,8.75,US,1698422314
524,nova sintra,14.8667,-24.7167,25.26,75,77,7.57,CV,1698422315
525,sao joao da barra,-21.6403,-41.0511,24.05,90,100,3.55,BR,1698422315
526,i-n-salah,27.1935,2.4607,34.82,10,2,2.15,DZ,1698422316
527,midvagur,62.0511,-7.1939,8.46,61,75,5.14,FO,1698422316
528,grand falls-windsor,48.9332,-55.6649,8.61,67,93,1.24,CA,1698422165
529,pitimbu,-7.4706,-34.8086,30.33,62,40,5.42,BR,1698422317
530,flying fish cove,-10.4217,105.6791,25.82,83,40,6.69,CX,1698422317
531,maloye ganyushkino,46.6,49.2667,15.57,91,100,1.69,KZ,1698422318
532,ancud,-41.8697,-73.8203,10.28,91,100,10.15,CL,1698422318
533,manta,-0.95,-80.7333,26.88,74,75,3.6,EC,1698422319
534,valera,9.3178,-70.6036,27.13,81,96,2.15,VE,1698422319
535,catia la mar,10.6038,-67.0303,31.11,66,20,2.06,VE,1698422320
536,wuwei,37.9281,102.6414,11.71,33,8,1.88,CN,1698422320
537,loukhi,66.0764,33.0381,-2.74,73,100,2.13,RU,1698422321
538,anar darah,32.7587,61.654,23.73,26,14,1.36,AF,1698422322
539,sirajganj,24.45,89.7167,26.67,59,0,4.41,BD,1698422322
540,mangai,-4.05,19.5333,26.66,72,92,1.17,CD,1698422323
541,petauke,-14.2426,31.3253,27.52,41,42,1.31,ZM,1698422323
542,la passe,45.5549,-0.8967,15.13,74,31,10.48,FR,1698422324
543,urumqi,43.801,87.6005,8.53,57,0,3.0,CN,1698422325
544,maha sarakham,16.3333,103.6667,27.73,74,97,1.6,TH,1698422325
545,aripuana,-9.1667,-60.6333,32.76,46,100,2.14,BR,1698422326
546,chernyshevsk,52.5243,117.0174,2.55,51,100,1.07,RU,1698422326
547,berdigestyakh,62.0989,126.6992,-7.02,91,100,3.14,RU,1698422327
548,nadi,-17.8,177.4167,25.0,69,75,3.6,FJ,1698422327
549,borzya,50.3833,116.5167,2.7,43,98,3.02,RU,1698422328
550,fort bragg,35.139,-79.006,24.9,70,0,2.06,US,1698422328
551,soe,-9.8607,124.284,19.34,72,23,1.95,ID,1698422328
552,tamanrasset,22.785,5.5228,29.95,10,0,2.57,DZ,1698422329
553,harstad,68.799,16.5293,1.56,87,97,3.13,NO,1698422329
554,gornopravdinsk,60.05,69.9,-6.01,96,100,1.81,RU,1698422330
555,fort madison,40.6298,-91.3151,13.57,100,89,5.66,US,1698422331
556,tougue,11.4667,-11.6,29.28,43,100,1.89,GN,1698422331
557,la condamine,43.7344,7.4202,22.47,34,0,10.8,MC,1698422332
558,lionel town,17.8101,-77.2406,29.94,55,1,2.85,JM,1698422333
559,macas,-2.3167,-78.1167,27.86,65,75,1.03,EC,1698422334
560,sucua,-2.4667,-78.1667,28.41,65,75,1.03,EC,1698422334
561,lakatoro,-16.0999,167.4164,24.78,89,100,2.07,VU,1698422335
562,papao,-17.75,-149.55,22.82,82,100,3.41,PF,1698422336
563,palu,-0.8917,119.8707,24.14,94,63,1.59,ID,1698422336
